Date,N,xRet,sdxRet,rolVol_xRet_bk,rolVol_xRet,vol_EWMA,NBER,log_xRet,X.xRet,X.dp,X.dy,X.ep,X.de,X.svar,X.bm,X.ntis,X.tbl,X.lty,X.ltr,X.tms,X.dfy,X.dfr,X.infl,X.infl_lag
01.Nov.48,264,-9.8732,-2.067032333,4.776509705,4.844976558,4.63321357,1,-10.39088176,-9.8732,-2.785553762,-2.900092369,-1.895237013,-0.890316749,0.006158903,0.870911215,0.017791537,1.14,2.39,0.76,1.25,0.69,0.09,-0.819672131,-0.408163265
01.Dec.48,265,3.5552,0.64204934,5.537269144,5.762776843,5.970396888,1,3.49208907,3.5552,-2.793866121,-2.763813776,-1.89274361,-0.90112251,0.000967405,0.840947547,0.015014554,1.16,2.37,0.56,1.21,0.74,0.75,-0.41322314,-0.819672131
01.Jan.49,266,0.1676,0.030118644,5.564659614,5.787191017,5.71680467,1,0.167292555,0.1676,-2.777418237,-2.776103312,-1.881043167,-0.89637507,0.001312986,0.832402858,0.013297671,1.17,2.33,0.82,1.16,0.75,-0.44,-0.414937759,-0.41322314
01.Feb.49,267,-3.2539,-0.59670722,5.453093057,5.626127628,5.311561614,1,-3.304992259,-3.2539,-2.719746587,-2.759966485,-1.827975126,-0.891771461,0.001409679,0.861550907,0.017219044,1.17,2.31,0.49,1.14,0.74,-0.11,-0.833333333,-0.414937759
01.Mar.49,268,3.2981,0.610107284,5.405770571,5.563977407,5.137557316,1,3.241690034,3.2981,-2.73224493,-2.702593162,-1.844941735,-0.887303195,0.001120894,0.901750423,0.014658966,1.17,2.27,0.74,1.1,0.77,-0.67,0,-0.833333333
01.Apr.49,269,-1.9591,-0.394007021,4.972246417,5.164583158,4.89248187,1,-1.976747955,-1.9591,-2.69725421,-2.718731546,-1.820665798,-0.876588413,0.000499271,0.917499713,0.015288746,1.17,2.27,0.11,1.1,0.75,0.12,0.420168067,0
01.May.49,270,-3.0423,-0.617262923,4.928693891,5.146591142,4.663765125,1,-3.086403931,-3.0423,-2.645889637,-2.683917033,-1.77985179,-0.866037848,0.00100766,0.948562604,0.016901438,1.17,2.27,0.19,1.1,0.74,0.19,-0.418410042,0.420168067
01.Jun.49,271,0.0744,0.016938493,4.392362433,4.503433982,4.519316032,1,0.074298066,0.0744,-2.630618461,-2.632734864,-1.774952351,-0.85566611,0.001697812,0.953888424,0.016812418,1.17,2.17,1.67,1,0.76,-0.83,0.420168067,-0.418410042
01.Jul.49,272,6.1832,1.409092815,4.388071483,4.488356833,4.19422258,1,5.994335568,6.1832,-2.684392763,-2.624100533,-1.836633045,-0.847759719,0.000640881,0.907799,0.0195114,1.02,2.16,0.33,1.14,0.79,0.66,-0.836820084,0.420168067
01.Aug.49,273,2.09,0.466268797,4.482393019,4.68114078,4.408459071,1,2.066618267,2.09,-2.689823755,-2.677926722,-1.849924651,-0.839899105,0.001073536,0.893876637,0.019440801,1.04,2.1,1.11,1.06,0.78,-0.74,0.421940928,-0.836820084
01.Sep.49,274,2.6515,0.588825852,4.503029193,4.701537667,4.104638398,1,2.614634366,2.6515,-2.706767327,-2.683389639,-1.874694674,-0.832072653,0.001547594,0.875020547,0.023343408,1.07,2.12,-0.11,1.05,0.77,0.32,0.420168067,0.421940928
01.Oct.49,275,2.888,0.64198739,4.498530729,4.660518312,3.869889696,1,2.844559195,2.888,-2.704319637,-2.675222075,-1.913601699,-0.790717939,0.000613502,0.842566213,0.0222333,1.05,2.12,0.19,1.07,0.75,0.48,-0.836820084,0.420168067
01.Nov.49,276,1.9938,0.485135816,4.109776959,4.285699244,3.66961043,0,1.972621492,1.9938,-2.674976202,-2.673730096,-1.924758714,-0.750217488,0.000908862,0.833724876,0.02364316,1.08,2.12,0.21,1.04,0.75,0,0.421940928,-0.836820084
01.Dec.49,277,5.0084,1.660432964,3.016321712,2.880998824,3.430007534,0,4.882727294,5.0084,-2.687966833,-2.645303446,-1.977427909,-0.710538923,0.000473239,0.796429284,0.027175585,1.1,2.09,0.52,0.99,0.73,-1.97,-0.840336134,0.421940928
01.Jan.50,278,1.8803,0.590622439,3.183590524,3.015459488,3.548974531,0,1.861181318,1.8803,-2.696388261,-2.679233153,-1.987423365,-0.708964897,0.000989153,0.791416819,0.027102233,1.07,2.15,-0.61,1.08,0.67,0.98,-0.423728814,-0.840336134
01.Feb.50,279,1.8703,0.579189183,3.229169422,2.995303734,3.306807622,0,1.85137406,1.8703,-2.697651494,-2.687730199,-1.990240153,-0.707411341,0.000426014,0.784998034,0.025491645,1.12,2.14,0.21,1.02,0.66,-0.14,0,-0.423728814
01.Mar.50,280,0.7185,0.229087678,3.136353758,2.597200307,3.094408004,0,0.715218422,0.7185,-2.693124551,-2.68906775,-1.987238345,-0.705886206,0.000624302,0.825527785,0.029291342,1.12,2.15,0.08,1.03,0.66,0.14,0.425531915,0
01.Apr.50,281,4.4987,1.501797677,2.99554332,2.578678367,2.871002612,0,4.396573397,4.4987,-2.728738666,-2.684613861,-2.007733157,-0.721005509,0.000714011,0.796497471,0.026397519,1.15,2.14,0.3,0.99,0.63,-0.38,0,0.425531915
01.May.50,282,4.5902,1.427486676,3.215581677,2.415106397,3.019599365,0,4.483582641,4.5902,-2.758839167,-2.720299797,-2.023192072,-0.735647094,0.000641263,0.761346343,0.028572264,1.16,2.13,0.33,0.97,0.64,-0.41,0.423728814,0
01.Jun.50,283,-5.5224,-1.641037288,3.365188615,1.834250567,3.102782603,0,-5.674902477,-5.5224,-2.690677951,-2.750470917,-1.940835427,-0.749842524,0.005855717,0.813447468,0.030396659,1.15,2.16,-0.25,1.01,0.66,0.48,0.421940928,0.423728814
01.Jul.50,284,1.5981,0.429177651,3.723632852,2.969889604,3.775457622,0,1.583893416,1.5981,-2.663649863,-2.655206244,-1.925931682,-0.737718181,0.00311025,0.812320917,0.030117347,1.16,2.14,0.55,0.98,0.67,0.14,1.260504202,0.421940928
01.Aug.50,285,4.7063,1.426002786,3.300344184,2.724297925,3.544518632,0,4.594419826,4.7063,-2.661379545,-2.629385642,-1.935110908,-0.726268637,0.001075605,0.784340849,0.029550872,1.2,2.14,0.14,0.94,0.62,0.24,0.829875519,1.260504202
01.Sep.50,286,5.8466,1.66206388,3.517674664,2.832756515,3.602606719,0,5.676550727,5.8466,-2.682668128,-2.628258089,-1.96721519,-0.715452938,0.001318373,0.751457855,0.025914209,1.3,2.2,-0.72,0.9,0.57,0.33,0.411522634,0.829875519
01.Oct.50,287,0.3884,0.101521322,3.8257973,3.01897346,3.794291903,0,0.387183953,0.3884,-2.652284205,-2.64817953,-1.956721065,-0.69556314,0.001759407,0.755966401,0.027341038,1.31,2.25,-0.48,0.94,0.55,0.4,0.819672131,0.411522634
01.Nov.50,288,2.133,0.571001951,3.735538898,3.075945487,3.531171927,0,2.108275149,2.133,-2.617927958,-2.618952548,-1.941307737,-0.676620221,0.002457673,0.747363796,0.025540133,1.36,2.24,0.35,0.88,0.55,0.19,0.406504065,0.819672131
01.Dec.50,289,5.4325,1.45178669,3.741940906,3.074955902,3.321997732,0,5.284413397,5.4325,-2.630762576,-2.585664754,-1.972220925,-0.658541651,0.002489541,0.722538442,0.031358256,1.34,2.24,0.16,0.9,0.53,0.07,1.214574899,0.406504065
01.Jan.51,290,6.3805,1.683097972,3.790926081,3.111018564,3.531886045,0,6.177423012,6.3805,-2.678928522,-2.619486257,-2.032836413,-0.646092109,0.001704689,0.683599244,0.030045078,1.34,2.21,0.58,0.87,0.51,-0.39,1.6,1.214574899
01.Feb.51,291,1.3546,0.324097981,4.179600248,3.314487355,3.824148433,0,1.344172146,1.3546,-2.674227322,-2.667784594,-2.040457271,-0.633770051,0.000650644,0.674866098,0.031120052,1.36,2.28,-0.74,0.92,0.5,0.3,1.181102362,1.6
01.Mar.51,292,-1.8584,-0.446410139,4.162987888,3.329814569,3.548517093,0,-1.873804583,-1.8584,-2.644680587,-2.663199635,-2.02311421,-0.621566377,0.001227665,0.7813946,0.032686771,1.4,2.41,-1.57,1.01,0.45,-0.8,0.389105058,1.181102362
01.Apr.51,293,4.7808,1.140380528,4.19228484,3.543823158,3.432265954,0,4.664112358,4.7808,-2.682957508,-2.635949081,-2.083164916,-0.599792592,0.000848198,0.749430788,0.032092479,1.47,2.48,-0.63,1.01,0.48,0.54,0,0.389105058
01.May.51,294,-3.1179,-0.739150268,4.218222109,3.559460766,3.568794417,0,-3.163683881,-3.1179,-2.632878503,-2.674295116,-2.054959306,-0.577919197,0.00140742,0.777889045,0.030675027,1.55,2.54,-0.69,0.99,0.51,0.54,0.387596899,0
01.Jun.51,295,-2.7048,-0.65896922,4.104592321,3.830379304,3.656596853,0,-2.73872106,-2.7048,-2.597930038,-2.624296914,-2.041983979,-0.555946059,0.001136773,0.800362677,0.036341121,1.45,2.59,-0.62,1.14,0.55,-0.31,0,0.387596899
01.Jul.51,296,6.9635,1.803027659,3.862114908,3.399983855,3.579255002,0,6.723294295,6.9635,-2.672956726,-2.606511627,-2.134501319,-0.538455407,0.001408208,0.753121849,0.032598596,1.56,2.52,1.38,0.96,0.59,0.67,0,0
01.Aug.51,297,4.892,1.129940848,4.329430172,3.672927124,4.128641,0,4.77005103,4.892,-2.720152782,-2.681619118,-2.199805224,-0.520347558,0.00058178,0.718593895,0.0303212,1.62,2.46,0.99,0.84,0.62,0.15,0,0
01.Sep.51,298,0.1668,0.038375261,4.346550277,3.683327522,4.066822243,0,0.166461456,0.1668,-2.728024812,-2.728884288,-2.226452394,-0.501572418,0.000254769,0.716182328,0.028799506,1.63,2.53,-0.8,0.9,0.62,0.23,0.772200772,0
01.Oct.51,299,-1.4921,-0.372486949,4.005777935,3.583500983,3.787433427,0,-1.500924177,-1.4921,-2.738592551,-2.752445587,-2.221937646,-0.516654906,0.001511076,0.740232514,0.029144255,1.54,2.54,0.1,1,0.61,-1.55,0.383141762,0.772200772
01.Nov.51,300,1.0288,0.255455954,4.02730876,3.702741871,3.602722659,0,1.022424941,1.0288,-2.760998803,-2.763617748,-2.228749073,-0.53224973,0.001023982,0.74329238,0.031620966,1.56,2.64,-1.36,1.08,0.6,0.75,0.763358779,0.383141762
01.Dec.51,301,4.0615,1.017658467,3.991024625,3.710432259,3.34842165,0,3.976510381,4.0615,-2.824834577,-2.786673462,-2.276426242,-0.548408335,0.000427036,0.721316347,0.036150788,1.73,2.69,-0.61,0.96,0.6,1.19,0.378787879,0.763358779
01.Jan.52,302,1.6268,0.422245196,3.852737735,3.608761835,3.348286688,0,1.611311819,1.6268,-2.837921594,-2.822475659,-2.297350269,-0.540571325,0.000538421,0.717425838,0.035150698,1.57,2.68,0.28,1.11,0.61,1.71,0,0.378787879
01.Feb.52,303,-2.6441,-0.773950828,3.416366913,3.296192493,3.115851107,0,-2.67642986,-2.6441,-2.7984261,-2.835561168,-2.265727611,-0.532698489,0.000931601,0.746693325,0.034871705,1.54,2.69,0.14,1.15,0.6,-0.99,-0.754716981,0
01.Mar.52,304,5.1705,1.486337068,3.478686034,3.487665572,3.158479841,0,5.035863537,5.1705,-2.842695996,-2.796078275,-2.31788413,-0.524811866,0.000631815,0.751874119,0.032094137,1.59,2.63,1.11,1.04,0.55,-0.35,0,-0.754716981
01.Apr.52,305,-4.2623,-1.137471401,3.747171133,3.558031509,3.429746663,0,-4.350466644,-4.2623,-2.791636917,-2.835678423,-2.282210874,-0.509426043,0.000807835,0.786399099,0.033231449,1.57,2.54,1.71,0.97,0.57,-1.75,0.380228137,0
01.May.52,306,3.2398,0.876885844,3.694665644,3.765683265,3.753800053,0,3.184350806,3.2398,-2.807560303,-2.784668248,-2.313541798,-0.494018505,0.000526453,0.770517989,0.032149121,1.67,2.57,-0.33,0.9,0.56,0.64,0,0.380228137
01.Jun.52,307,4.6332,1.251068125,3.703395449,3.607119326,3.656570718,0,4.522439158,4.6332,-2.845710987,-2.80063986,-2.367123614,-0.478587373,0.000325271,0.738715088,0.02773127,1.7,2.59,0.03,0.89,0.56,0.13,0.378787879,0
01.Jul.52,308,1.7629,0.45679026,3.859320465,3.479329522,3.666428628,0,1.744946481,1.7629,-2.863185618,-2.845710987,-2.381751872,-0.481433746,0.000344882,0.724710259,0.027922825,1.81,2.61,-0.2,0.8,0.55,0.36,0.754716981,0.378787879
01.Aug.52,309,-0.7174,-0.215206762,3.333538381,3.101253741,3.412636648,0,-0.718903441,-0.7174,-2.848511549,-2.863185618,-2.364243759,-0.48426779,0.000289537,0.736620128,0.028042879,1.83,2.67,-0.7,0.84,0.57,1.33,0,0.754716981
01.Sep.52,310,-1.9685,-0.650373029,3.026724527,2.965811889,3.214923975,0,-1.984925378,-1.9685,-2.828740883,-2.848511549,-2.34164282,-0.487098063,0.000441173,0.748678911,0.031038055,1.71,2.77,-1.3,1.06,0.57,1.12,0,0
01.Oct.52,311,-0.108,-0.035073701,3.079230239,3.085135511,3.128617856,0,-0.10790721,-0.108,-2.837161175,-2.837976504,-2.335195079,-0.501966097,0.001026218,0.752516436,0.029927312,1.74,2.69,1.48,0.95,0.53,-1.09,0,0
01.Nov.52,312,6.0382,1.980312492,3.049114735,3.013849896,2.910173273,0,5.85723322,6.0382,-2.891934163,-2.846489914,-2.37503427,-0.516899892,0.000459089,0.714235352,0.026550152,1.85,2.72,-0.15,0.87,0.55,1.23,0,0
01.Dec.52,313,3.6615,1.04626159,3.499602808,3.348748331,3.374174757,0,3.590417103,3.6615,-2.936193055,-2.901343655,-2.404314022,-0.531879033,0.000267717,0.694073313,0.026534716,2.09,2.79,-0.86,0.7,0.54,-0.05,0,0
01.Jan.53,314,-0.7807,-0.225464647,3.462627107,3.32175897,3.267737018,0,-0.782506487,-0.7807,-2.929016443,-2.936193055,-2.3929794,-0.536037043,0.000400959,0.699175208,0.025934035,1.96,2.79,0.12,0.83,0.49,-0.92,-0.374531835,0
01.Feb.53,315,-0.894,-0.260032774,3.438028166,3.377041464,3.099187857,0,-0.896759041,-0.894,-2.910653264,-2.929016443,-2.370475429,-0.540177836,0.000490664,0.712702712,0.026515491,1.97,2.87,-0.87,0.9,0.46,0.47,-0.37593985,-0.374531835
01.Mar.53,316,-2.4088,-0.716446872,3.362147419,3.232088338,2.92583306,0,-2.433851278,-2.4088,-2.886819356,-2.910653264,-2.342517803,-0.544301553,0.000682652,0.762496874,0.024013353,2.01,2.94,-0.88,0.93,0.45,0.55,0.377358491,-0.37593985
01.Apr.53,317,-2.6908,-0.870279544,3.091880097,3.149587838,2.929989931,0,-2.723247669,-2.6908,-2.857610499,-2.884460439,-2.304752346,-0.552858152,0.001271595,0.776706096,0.026293154,2.19,3.03,-1.05,0.84,0.42,-1.43,0,0.377358491
01.May.53,318,0.5701,0.193849271,2.940944771,2.951728285,2.95509254,0,0.567519035,0.5701,-2.851995392,-2.855250074,-2.290704038,-0.561291354,0.000593167,0.78375202,0.027225579,2.16,3.14,-1.48,0.98,0.44,1.18,0.37593985,0
01.Jun.53,319,-1.6066,-0.57519798,2.793125247,2.851163584,2.742455445,0,-1.616711959,-1.6066,-2.833213344,-2.849647568,-2.263587463,-0.569625882,0.001105692,0.795496906,0.0274619,2.11,3.01,2.23,0.9,0.46,-1.14,0.374531835,0.37593985
01.Jul.53,320,2.4814,0.994330124,2.495549456,2.605446609,2.682927824,1,2.447486669,2.4814,-2.858168617,-2.833213344,-2.283246031,-0.574922586,0.000581015,0.774929189,0.02615187,2.04,3.01,0.39,0.97,0.58,1.38,0,0.374531835
01.Aug.53,321,-5.1801,-2.034638054,2.54595651,2.655622649,2.598249476,1,-5.309817246,-5.1801,-2.79865449,-2.858168617,-2.218459164,-0.580195326,0.000681474,0.816935916,0.028087025,2.04,3.03,-0.08,0.99,0.61,-0.77,0.373134328,0
01.Sep.53,322,0.0587,0.019929675,2.945356626,3.06604988,3.295176033,1,0.058589063,0.0587,-2.799940113,-2.79865449,-2.214503625,-0.585436488,0.001105643,0.808210877,0.025876606,1.79,2.84,2.99,1.05,0.59,-0.46,0,0.373134328
01.Oct.53,323,4.9746,1.721273994,2.890068645,3.01765196,3.057455725,1,4.848670305,4.9746,-2.842629995,-2.79292254,-2.269452242,-0.573177753,0.000572852,0.77372104,0.024695232,1.38,2.81,0.74,1.43,0.66,1.53,0.371747212,0
01.Nov.53,324,2.2963,0.711582325,3.227033499,3.350419871,3.267287287,1,2.268537435,2.2963,-2.844586334,-2.835661326,-2.28364999,-0.560936344,0.000376498,0.758431958,0.025798002,1.44,2.86,-0.49,1.42,0.64,-0.24,-0.37037037,0.371747212
01.Dec.53,325,0.0413,0.014773725,2.795503486,2.919507254,3.066333804,1,0.041237876,0.0413,-2.839683241,-2.837665891,-2.290964045,-0.548719197,0.000417269,0.759700961,0.024822272,1.6,2.74,2.06,1.14,0.61,-0.34,0,-0.37037037
01.Jan.54,326,5.2386,2.024185133,2.588004385,2.689242873,2.859808023,1,5.100526969,5.2386,-2.885015728,-2.835093789,-2.335589279,-0.549426449,0.000498225,0.729847122,0.02338334,1.18,2.91,0.89,1.73,0.65,0.35,0,0
01.Feb.54,327,1.2216,0.408703926,2.98896077,3.111782619,3.162213666,1,1.21335447,1.2216,-2.88313453,-2.880454077,-2.332996993,-0.550137537,0.000340713,0.72451959,0.022562565,0.97,2.79,2.4,1.82,0.66,-0.42,0,0
01.Mar.54,328,2.973,0.991460455,2.998606737,3.101604529,2.93426942,1,2.927355284,2.973,-2.90834977,-2.87858679,-2.357518812,-0.550830958,0.000356549,0.804915818,0.022093476,1.03,2.78,0.58,1.75,0.65,-0.19,0,0
01.Apr.54,329,4.7458,1.560858627,3.040505988,3.044528723,2.847993244,1,4.632553538,4.7458,-2.960732717,-2.91289751,-2.396246597,-0.56448612,0.000730702,0.765039301,0.020856233,0.97,2.73,1.04,1.76,0.62,-1.38,-0.371747212,0
01.May.54,330,4.2277,1.303567622,3.243176593,3.011664771,3.009843637,1,4.138747179,4.2277,-2.997673176,-2.965294368,-2.41959633,-0.578076846,0.000429853,0.745976976,0.018492588,0.76,2.79,-0.87,2.03,0.59,0.45,0.373134328,-0.371747212
01.Jun.54,331,0.1867,0.053939348,3.461295112,3.094645335,3.035608645,0,0.186414188,0.1867,-3.00294756,-3.002262628,-2.411336799,-0.591610761,0.000935429,0.732467844,0.018357419,0.64,2.72,1.63,2.08,0.59,-1,0,0.373134328
01.Jul.54,332,5.8201,1.696571861,3.430506031,2.955935696,2.83233726,0,5.654280988,5.8201,-3.053955716,-2.998358108,-2.465664222,-0.588291494,0.000613307,0.702172913,0.017707472,0.72,2.66,1.34,1.94,0.61,-0.94,0,0
01.Aug.54,333,-2.6394,-0.703451016,3.752073622,3.161620404,3.261973342,0,-2.673502673,-2.6394,-3.014799938,-3.049394065,-2.429797714,-0.585002224,0.001144967,0.727516379,0.017527531,0.92,2.69,-0.36,1.77,0.62,0.54,0,0
01.Sep.54,334,8.16,2.315187298,3.524552855,2.667715318,3.337402757,0,7.837358565,8.16,-3.090114379,-3.010252198,-2.508392934,-0.581721445,0.000691789,0.677745103,0.016884189,1.01,2.71,-0.1,1.7,0.58,0.5,-0.371747212,0
01.Oct.54,335,-1.8567,-0.437981522,4.239219939,3.015785585,4.240702453,0,-1.872829703,-1.8567,-3.054677041,-3.074368254,-2.471112082,-0.583564959,0.000499174,0.693758164,0.017579611,0.98,2.71,0.06,1.73,0.59,0.34,0,-0.371747212
01.Nov.54,336,9.5174,2.364905872,4.024430788,3.265009618,4.11064899,0,9.086114281,9.5174,-3.116877409,-3.039168425,-2.531539155,-0.585338254,0.001266826,0.631641544,0.014153219,0.93,2.74,-0.25,1.81,0.56,0.5,0,0
01.Dec.54,337,5.3488,1.107978859,4.827528932,3.833118342,5.095140264,0,5.206597741,5.3488,-3.151180812,-3.101612135,-2.564115908,-0.587064904,0.000882281,0.604119785,0.026992812,1.15,2.72,0.64,1.57,0.55,-0.47,-0.373134328,0
01.Jan.55,338,1.7276,0.340854731,5.068434857,3.748805681,4.945638516,0,1.711489136,1.7276,-3.164763344,-3.146858996,-2.559414878,-0.605348466,0.002517398,0.597558888,0.026412209,1.22,2.86,-2.41,1.64,0.52,1.44,0,-0.373134328
01.Feb.55,339,1.2626,0.259622615,4.863212712,3.744481508,4.59456394,0,1.253574501,1.2626,-3.164009284,-3.160466563,-2.540848496,-0.623160788,0.000604031,0.593148324,0.028044653,1.17,2.92,-0.78,1.75,0.54,0.15,0,0
01.Mar.55,340,-0.3242,-0.066651792,4.864085275,3.742444697,4.266566339,0,-0.324401738,-0.3242,-3.154815822,-3.159724476,-2.514312375,-0.640503447,0.002482548,0.607761777,0.027968342,1.28,2.88,0.87,1.6,0.46,0.05,0,0
01.Apr.55,341,3.8843,0.811140917,4.788687046,3.886074092,3.978038961,0,3.807023989,3.8843,-3.189714812,-3.152683481,-2.522483783,-0.667231029,0.00062805,0.584987666,0.026509679,1.59,2.9,0.01,1.31,0.48,-0.02,0,0
01.May.55,342,0.5033,0.106551146,4.72355315,3.859050034,3.889291765,0,0.501337566,0.5033,-3.186262582,-3.187580626,-2.493118593,-0.693143989,0.000745073,0.586075413,0.025418715,1.45,2.87,0.73,1.42,0.46,-0.91,0,0
01.Jun.55,343,8.03,1.75885112,4.565480222,3.895918708,3.612420675,0,7.716452064,8.03,-3.263227887,-3.18413931,-2.544922147,-0.71830574,0.000645744,0.551641632,0.025363932,1.41,2.93,-0.76,1.52,0.46,1.05,0,0
01.Jul.55,344,5.6646,1.106373239,5.119971997,4.100820064,4.333468708,0,5.504618354,5.6646,-3.311583122,-3.252666026,-2.581321392,-0.730261731,0.002082119,0.534506815,0.024760442,1.6,3,-1.02,1.4,0.46,0.61,0.374531835,0
01.Aug.55,345,-0.2248,-0.044031656,5.105417777,4.0923219,4.33457622,0,-0.224693141,-0.2248,-3.293294709,-3.301137886,-2.5514533,-0.741841409,0.001120404,0.531846726,0.026671063,1.9,3.01,0.04,1.11,0.45,-0.42,0,0.374531835
01.Sep.55,346,0.9686,0.191852895,5.048659813,3.825862133,4.052543427,0,0.96240669,0.9686,-3.294235218,-3.282951276,-2.541189896,-0.753045322,0.005711081,0.533624791,0.025633981,2.07,2.98,0.73,0.91,0.46,0.03,0.373134328,0
01.Oct.55,347,-3.2268,-0.721203674,4.474186861,3.580554193,3.762261529,0,-3.274018008,-3.2268,-3.259197285,-3.290126387,-2.492969297,-0.766227988,0.002679896,0.54740915,0.025100687,2.23,2.92,1.44,0.69,0.49,-0.66,0,0.373134328
01.Nov.55,348,8.6125,1.897617737,4.538585317,3.762384898,3.786875785,0,8.248173327,8.6125,-3.327311206,-3.25511139,-2.548171537,-0.779139669,0.001929162,0.51525059,0.026033703,2.24,2.95,-0.45,0.71,0.48,0.15,0,0
01.Dec.55,349,-0.2109,-0.048091547,4.385386087,3.621071227,4.675920175,0,-0.210742969,-0.2109,-3.322576427,-3.32323584,-2.530798643,-0.791777784,0.000474703,0.50982801,0.02524455,2.54,2.95,0.37,0.41,0.47,0.26,-0.371747212,0
01.Jan.56,350,-3.7257,-0.907596333,4.105018788,3.604975087,4.378283951,0,-3.788383029,-3.7257,-3.267266708,-3.304449042,-2.487192236,-0.780074472,0.001179984,0.528954412,0.026424477,2.41,2.92,0.83,0.51,0.49,0.21,0,-0.371747212
01.Feb.56,351,3.9497,0.937243466,4.214166483,3.995558229,4.371852866,0,3.866488372,3.9497,-3.283561394,-3.249462083,-2.514905752,-0.768655642,0.001100147,0.514835108,0.024165344,2.32,2.93,-0.02,0.61,0.5,0.28,0,0
01.Mar.56,352,6.8828,1.582091373,4.350444049,4.039724762,4.278558702,0,6.646626743,6.8828,-3.333029933,-3.266068237,-2.575524884,-0.75750505,0.001008856,0.5310772,0.026695068,2.25,3.03,-1.49,0.78,0.5,0.03,0,0
01.Apr.56,353,-0.2537,-0.053055639,4.781772608,4.196794879,4.541836778,0,-0.253540025,-0.2537,-3.317569668,-3.319634505,-2.581623358,-0.73594631,0.000814899,0.526621716,0.026213749,2.6,3.11,-1.13,0.51,0.44,-0.02,0.373134328,0
01.May.56,354,-6.0714,-1.305952338,4.64902112,4.250641571,4.249660206,0,-6.24869505,-6.0714,-3.236356261,-3.30434568,-2.521864439,-0.714491823,0.001836429,0.568559774,0.029302983,2.61,2.99,2.25,0.38,0.45,-1.73,0.371747212,0.373134328
01.Jun.56,355,3.691,0.743209573,4.966297712,4.873925927,4.663373764,0,3.617408395,3.691,-3.261722435,-3.223310422,-2.568575255,-0.693147181,0.001037045,0.551564593,0.025671522,2.49,2.99,0.27,0.5,0.5,-0.45,0.740740741,0.371747212
01.Jul.56,356,4.9227,1.089210357,4.519512663,4.50887283,4.529697018,0,4.795070558,4.9227,-3.304583041,-3.254344166,-2.631862783,-0.672720258,0.000495576,0.524902957,0.024753606,2.31,3.13,-2.09,0.82,0.52,1.16,0.735294118,0.740740741
01.Aug.56,357,-3.4488,-0.77561985,4.446508168,4.448840526,4.456847347,0,-3.503612945,-3.4488,-3.258445578,-3.297253337,-2.606273346,-0.652172232,0.001235405,0.541391124,0.023811483,2.6,3.25,-1.87,0.65,0.5,-0.21,-0.364963504,0.735294118
01.Sep.56,358,-4.5822,-1.005719825,4.556139677,4.640926926,4.463110909,0,-4.681876069,-4.5822,-3.204644605,-3.251174644,-2.573141587,-0.631503017,0.000787779,0.571909521,0.029361949,2.84,3.24,0.5,0.4,0.51,-0.38,0.366300366,-0.364963504
01.Oct.56,359,0.4119,0.086971656,4.736025724,4.913764044,4.527482177,0,0.410031041,0.4119,-3.227983652,-3.222924805,-2.583029997,-0.644953655,0.00164201,0.566427008,0.029457322,2.9,3.29,-0.54,0.39,0.58,-0.51,0.364963504,0.366300366
01.Nov.56,360,-0.3921,-0.084412631,4.645039463,4.77002219,4.201019717,0,-0.392085015,-0.3921,-3.235579554,-3.246609889,-2.576849745,-0.658729809,0.001731517,0.574897415,0.027088458,2.99,3.33,-0.57,0.34,0.55,-0.69,0,0.364963504
01.Dec.56,361,3.3884,0.863221756,3.925294951,4.098564783,3.917302799,0,3.324411294,3.3884,-3.289216447,-3.254553576,-2.616389269,-0.672827178,0.001020276,0.544176827,0.026149367,3.21,3.45,-1.79,0.24,0.62,0.97,0.363636364,0
01.Jan.57,362,-4.2938,-1.06154112,4.044873929,4.204261027,3.78134648,0,-4.376630347,-4.2938,-3.248451342,-3.291132073,-2.574685554,-0.673765788,0.000901942,0.567242675,0.027991994,3.11,3.28,3.46,0.17,0.72,-1.49,0,0.363636364
01.Feb.57,363,-2.7319,-0.667695562,4.091535359,4.257771371,4.011467914,0,-2.763185911,-2.7319,-3.217184007,-3.250376415,-2.542474056,-0.67470995,0.00105604,0.584994189,0.030172847,3.1,3.28,0.25,0.18,0.8,0.68,0.362318841,0
01.Mar.57,364,2.1527,0.537125432,4.007816183,4.180471388,3.884591818,0,2.125020798,2.1527,-3.238565106,-3.219107012,-2.562911082,-0.675654023,0.000330298,0.599818875,0.026599595,3.08,3.31,-0.24,0.23,0.77,0.74,0.36101083,0.362318841
01.Apr.57,365,4.4038,1.245531804,3.535678484,3.639225989,3.663739071,0,4.299069356,4.4038,-3.27485178,-3.238565106,-2.597237914,-0.677613866,0.00030246,0.57609839,0.027420593,3.07,3.45,-2.22,0.38,0.77,1.56,0.35971223,0.36101083
01.May.57,366,3.6134,0.961889409,3.756564908,3.917322966,3.653829463,0,3.540603809,3.6134,-3.311133531,-3.27485178,-2.631566586,-0.679566946,0.000481771,0.56403858,0.028848655,3.06,3.48,-0.23,0.42,0.78,-0.52,0.358422939,0.35971223
01.Jun.57,367,-0.3105,-0.089159337,3.482529259,3.583975059,3.526597688,0,-0.310237323,-0.3105,-3.309867708,-3.311133531,-2.628348566,-0.681519143,0.000578621,0.565876532,0.030527691,3.29,3.61,-1.8,0.32,0.72,-1.42,0.357142857,0.358422939
